id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	APOE+ FIB|APOE+ FIB	APOE+ FIB|CD40LG+ TC	APOE+ FIB|COL11A1+ FIB	APOE+ FIB|FBN1+ FIB	APOE+ FIB|Inflam. DC	APOE+ FIB|Inflam. FIB	APOE+ FIB|Inflam. TC	APOE+ FIB|LC	APOE+ FIB|NKT	APOE+ FIB|TC	APOE+ FIB|cDC1	APOE+ FIB|cDC2	CD40LG+ TC|APOE+ FIB	CD40LG+ TC|CD40LG+ TC	CD40LG+ TC|COL11A1+ FIB	CD40LG+ TC|FBN1+ FIB	CD40LG+ TC|Inflam. DC	CD40LG+ TC|Inflam. FIB	CD40LG+ TC|Inflam. TC	CD40LG+ TC|LC	CD40LG+ TC|NKT	CD40LG+ TC|TC	CD40LG+ TC|cDC1	CD40LG+ TC|cDC2	COL11A1+ FIB|APOE+ FIB	COL11A1+ FIB|CD40LG+ TC	COL11A1+ FIB|COL11A1+ FIB	COL11A1+ FIB|FBN1+ FIB	COL11A1+ FIB|Inflam. DC	COL11A1+ FIB|Inflam. FIB	COL11A1+ FIB|Inflam. TC	COL11A1+ FIB|LC	COL11A1+ FIB|NKT	COL11A1+ FIB|TC	COL11A1+ FIB|cDC1	COL11A1+ FIB|cDC2	FBN1+ FIB|APOE+ FIB	FBN1+ FIB|CD40LG+ TC	FBN1+ FIB|COL11A1+ FIB	FBN1+ FIB|FBN1+ FIB	FBN1+ FIB|Inflam. DC	FBN1+ FIB|Inflam. FIB	FBN1+ FIB|Inflam. TC	FBN1+ FIB|LC	FBN1+ FIB|NKT	FBN1+ FIB|TC	FBN1+ FIB|cDC1	FBN1+ FIB|cDC2	Inflam. DC|APOE+ FIB	Inflam. DC|CD40LG+ TC	Inflam. DC|COL11A1+ FIB	Inflam. DC|FBN1+ FIB	Inflam. DC|Inflam. DC	Inflam. DC|Inflam. FIB	Inflam. DC|Inflam. TC	Inflam. DC|LC	Inflam. DC|NKT	Inflam. DC|TC	Inflam. DC|cDC1	Inflam. DC|cDC2	Inflam. FIB|APOE+ FIB	Inflam. FIB|CD40LG+ TC	Inflam. FIB|COL11A1+ FIB	Inflam. FIB|FBN1+ FIB	Inflam. FIB|Inflam. DC	Inflam. FIB|Inflam. FIB	Inflam. FIB|Inflam. TC	Inflam. FIB|LC	Inflam. FIB|NKT	Inflam. FIB|TC	Inflam. FIB|cDC1	Inflam. FIB|cDC2	Inflam. TC|APOE+ FIB	Inflam. TC|CD40LG+ TC	Inflam. TC|COL11A1+ FIB	Inflam. TC|FBN1+ FIB	Inflam. TC|Inflam. DC	Inflam. TC|Inflam. FIB	Inflam. TC|Inflam. TC	Inflam. TC|LC	Inflam. TC|NKT	Inflam. TC|TC	Inflam. TC|cDC1	Inflam. TC|cDC2	LC|APOE+ FIB	LC|CD40LG+ TC	LC|COL11A1+ FIB	LC|FBN1+ FIB	LC|Inflam. DC	LC|Inflam. FIB	LC|Inflam. TC	LC|LC	LC|NKT	LC|TC	LC|cDC1	LC|cDC2	NKT|APOE+ FIB	NKT|CD40LG+ TC	NKT|COL11A1+ FIB	NKT|FBN1+ FIB	NKT|Inflam. DC	NKT|Inflam. FIB	NKT|Inflam. TC	NKT|LC	NKT|NKT	NKT|TC	NKT|cDC1	NKT|cDC2	TC|APOE+ FIB	TC|CD40LG+ TC	TC|COL11A1+ FIB	TC|FBN1+ FIB	TC|Inflam. DC	TC|Inflam. FIB	TC|Inflam. TC	TC|LC	TC|NKT	TC|TC	TC|cDC1	TC|cDC2	cDC1|APOE+ FIB	cDC1|CD40LG+ TC	cDC1|COL11A1+ FIB	cDC1|FBN1+ FIB	cDC1|Inflam. DC	cDC1|Inflam. FIB	cDC1|Inflam. TC	cDC1|LC	cDC1|NKT	cDC1|TC	cDC1|cDC1	cDC1|cDC2	cDC2|APOE+ FIB	cDC2|CD40LG+ TC	cDC2|COL11A1+ FIB	cDC2|FBN1+ FIB	cDC2|Inflam. DC	cDC2|Inflam. FIB	cDC2|Inflam. TC	cDC2|LC	cDC2|NKT	cDC2|TC	cDC2|cDC1	cDC2|cDC2
CPI-SC019D0A439	SEMA3A_PlexinA2_complex1	simple:Q14563	complex:PlexinA2_complex1	SEMA3A		True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	1.403																																																																																																																																																
CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	RSPO3	LGR6	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SC0089DC473	IL7_IL7_receptor	simple:P13232	complex:IL7_receptor	IL7		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.403																																																																																																																																																
CPI-SC0D8F589A1	WNT6_FZD8_LRP6	simple:Q9Y6F9	complex:FZD8_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SS079CAC99C	RSPO4_LGR5	simple:Q2I0M5	simple:O75473	RSPO4	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0A6FCBF7C	CNTN1_NOTCH1	simple:Q12860	simple:P46531	CNTN1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS01D36DDFA	PTPRS_NTRK3	simple:Q13332	simple:Q16288	PTPRS	NTRK3	False	True	True	curated	False	Receptor-Receptor		1.403																																																																																																																																																
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.403																																																																																																																																																
CPI-SC060C69786	NRTN_RET_receptor_2	simple:Q99748	complex:RET_receptor_2	NRTN		True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.403																																																																																																																																																
CPI-SS0F4EF9618	RTN4R_ADGRB1	simple:Q9BZR6	simple:O14514	RTN4R	ADGRB1	False	True	True	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-SS018BD4882	NMU_NMUR1	simple:P48645	simple:Q9HB89	NMU	NMUR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	1.403																																																																																																																																																
CPI-SS0193D81E1	NRXN2_DAG1	simple:P58401	simple:Q14118	NRXN2	DAG1	True	False	True	curated	False	Receptor-Receptor	Signaling by Neurexin	1.403																																																																																																																																																
CPI-SS0C72D53A2	NTN4_UNC5B	simple:Q9HB63	simple:Q8IZJ1	NTN4	UNC5B	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	1.403																																																																																																																																																
CPI-SS00C9DE87A	NTN1_UNC5B	simple:O95631	simple:Q8IZJ1	NTN1	UNC5B	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	1.403																																																																																																																																																
CPI-SS04F1CBF06	NTN1_DCC	simple:O95631	simple:P43146	NTN1	DCC	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	1.403																																																																																																																																																
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	1.403																																																																																																																																																
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	1.403																																																																																																																																																
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	Receptor-Receptor	Signaling by Podocalyxin-like protein	1.403																																																																																																																																																
CPI-SS01EBB8D76	PODXL2_SELL	simple:Q9NZ53	simple:P14151	PODXL2	SELL	False	False	False	curated	False	Ligand-Receptor	Signaling by Podocalyxin-like protein	1.403																																																																																																																																																
CPI-SS0305C793D	SFTPD_ADGRE5	simple:P35247	simple:P48960	SFTPD	ADGRE5	True	False	True	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-CS056DF06D6	integrin_aVb3_complex_ADGRE5	complex:integrin_aVb3_complex	simple:P48960		ADGRE5	True	False	True	curated	True	Ligand-Receptor	Signaling by Integrin	1.403																																																																																																																																																
CPI-SS076F4624B	LPAR2_ADGRE5	simple:Q9HBW0	simple:P48960	LPAR2	ADGRE5	True	True	True	curated	False	Receptor-Receptor	Signaling by Lysophosphatidic acid receptor	1.403																																																																																																																																																
CPI-CS016CDFE07	5SHpETE_byALOX5_OXER1	complex:5SHpETE_byALOX5	simple:Q8TDS5		OXER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS04A56D5BE	12oxoLeukotrieneB4_byPTGR1_LTB4R2	complex:12oxoLeukotrieneB4_byPTGR1	simple:Q9NPC1		LTB4R2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS0F5B070C5	LeukotrieneB4_byLTA4H_LTB4R2	complex:LeukotrieneB4_byLTA4H	simple:Q9NPC1		LTB4R2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-SS0AFCA0602	DLL4_NOTCH1	simple:Q9NR61	simple:P46531	DLL4	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0674B0F46	SEMA3F_NRP2	simple:Q13275	simple:O60462	SEMA3F	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	1.403																																																																																																																																																
CPI-SS052ADA696	JAG1_NOTCH1	simple:P78504	simple:P46531	JAG1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.403																																																																																																																																																
CPI-SS02EEA092C	JAG2_VASN	simple:Q9Y219	simple:Q6EMK4	JAG2	VASN	True	False	False	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-SS0558101D1	DLL4_NOTCH4	simple:Q9NR61	simple:Q99466	DLL4	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0263EFDDF	JAG2_NOTCH3	simple:Q9Y219	simple:Q9UM47	JAG2	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	DLL4	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	DLL1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SC0F30798CC	LIF_LIFR	simple:P15018	complex:LIFR	LIF		True	False	True	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-SS0BDC912F3	CNTN1_NRCAM	simple:Q12860	simple:Q92823	CNTN1	NRCAM	True	False	False	curated	False	Adhesion-Adhesion		1.403																																																																																																																																																
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		1.403																																																																																																																																																
CPI-SS0E8F8E4F1	OXT_AVPR1A	simple:P01178	simple:P37288	OXT	AVPR1A	True	False	True	curated	False	Ligand-Receptor	Signaling by Oxytocin	1.403																																																																																																																																																
CPI-CS0A5B6BD7A	12oxoLeukotrieneB4_byPTGR1_LTB4R	complex:12oxoLeukotrieneB4_byPTGR1	simple:Q15722		LTB4R	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.403																																																																																																																																																
CPI-SS08E4D6FA9	DLL4_NOTCH2	simple:Q9NR61	simple:Q04721	DLL4	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.403																																																																																																																																																
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.403																																																																																																																																																
CPI-SC03F1C301F	VEGFB_FLT1_complex	simple:P49765	complex:FLT1_complex	VEGFB		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.403																																																																																																																																																
CPI-SS01790830C	PGF_NRP1	simple:P49763	simple:O14786	PGF	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.403																																																																																																																																																
CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	1.403																																																																																																																																																
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0DB3F5A37	JAG2_NOTCH1	simple:Q9Y219	simple:P46531	JAG2	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Parathyroid hormone	1.403																																																																																																																																																
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	RSPO1	LGR6	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-CS047D9C0D7	LeukotrieneB4_byLTA4H_LTB4R	complex:LeukotrieneB4_byLTA4H	simple:Q15722		LTB4R	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS077A507B6	LTC4_byLTC4S_CYSLTR2	complex:LTC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-SC013345660	ULBP2_NKG2D_II_receptor	simple:Q9BZM5	complex:NKG2D_II_receptor	ULBP2		True	False	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.403																																																																																																																																																
CPI-SC0E7F51B25	RSPO1_FZD8_LRP6	simple:Q2MKA7	complex:FZD8_LRP6	RSPO1		True	False	False	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SC031A56DEB	WNT10A_FZD8_LRP6	simple:Q9GZT5	complex:FZD8_LRP6	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0B9D5B3BB	WNT11_FZD8_LRP6	simple:O96014	complex:FZD8_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC08F2BED38	WNT16_FZD8_LRP6	simple:Q9UBV4	complex:FZD8_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC061351B3F	WNT2_FZD8_LRP6	simple:P09544	complex:FZD8_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0A30300BD	RAET1G_NKG2D_II_receptor	simple:Q6H3X3	complex:NKG2D_II_receptor	RAET1G		True	False	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.403																																																																																																																																																
CPI-SC0240A44BC	RAET1E_NKG2D_II_receptor	simple:Q8TD07	complex:NKG2D_II_receptor	RAET1E		True	False	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.403																																																																																																																																																
CPI-SC077E857AE	WNT2B_FZD8_LRP6	simple:Q93097	complex:FZD8_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC07648DD90	WNT3_FZD8_LRP6	simple:P56703	complex:FZD8_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC028E09B43	WNT4_FZD8_LRP6	simple:P56705	complex:FZD8_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC05E81C125	WNT5A_FZD8_LRP6	simple:P41221	complex:FZD8_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC02EBDBB5C	WNT5B_FZD8_LRP6	simple:Q9H1J7	complex:FZD8_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SS096F3E0F2	JAG2_NOTCH4	simple:Q9Y219	simple:Q99466	JAG2	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.403																																																																																																																																																
CPI-SC0456039E0	RSPO1_Kremen1_LRP6	simple:Q2MKA7	complex:Kremen1_LRP6	RSPO1		True	False	False	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SC07CA7AF54	DKK1_Kremen1_LRP6	simple:O94907	complex:Kremen1_LRP6	DKK1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT inhibition	1.403																																																																																																																																																
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	RSPO1	LGR4	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SS0ACAB1835	RSPO3_LGR4	simple:Q9BXY4	simple:Q9BXB1	RSPO3	LGR4	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SS034D3988F	RSPO4_LGR4	simple:Q2I0M5	simple:Q9BXB1	RSPO4	LGR4	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SS09B2320BC	RSPO1_LGR5	simple:Q2MKA7	simple:O75473	RSPO1	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	1.403																																																																																																																																																
CPI-SC0324880F8	MICA_NKG2D_II_receptor	simple:Q29983	complex:NKG2D_II_receptor	MICA		False	False	True	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-SC00BFC481D	MICB_NKG2D_II_receptor	simple:Q29980	complex:NKG2D_II_receptor	MICB		False	False	True	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-SS025C8F785	CLEC2B_KLRF1	simple:Q92478	simple:Q9NZS2	CLEC2B	KLRF1	False	True	True	curated	False	Ligand-Receptor	Signaling by Leptin	1.403																																																																																																																																																
CPI-SS0E0D00210	LRRC4B_PTPRD	simple:Q9NT99	simple:P23468	LRRC4B	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.403																																																																																																																																																
CPI-SS0A9F17199	PYY_NPY1R	simple:P10082	simple:P25929	PYY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Peptide YY	1.403																																																																																																																																																
CPI-SS0FEF2FF5D	PYY_NPY2R	simple:P10082	simple:P49146	PYY	NPY2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Peptide YY	1.403																																																																																																																																																
CPI-SS07CD4DFE1	GNRH1_GNRHR2	simple:P01148	simple:Q96P88	GNRH1	GNRHR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	1.403																																																																																																																																																
CPI-SS0FAE75A75	RLN1_RXFP1	simple:P04808	simple:Q9HBX9	RLN1	RXFP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Relaxin	1.403																																																																																																																																																
CPI-SS045EC4F7D	RLN2_RXFP1	simple:P04090	simple:Q9HBX9	RLN2	RXFP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Relaxin	1.403																																																																																																																																																
CPI-CS0A0F970F5	LeukotrieneD4_byGGT1_CYSLTR2	complex:LeukotrieneD4_byGGT1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS0E87D8FFA	LTD4_byGGT1_CYSLTR2	complex:LTD4_byGGT1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS058C0BB88	LeukotrieneE4_byDPEP2_CYSLTR2	complex:LeukotrieneE4_byDPEP2	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS0F3C15BCC	ProstaglandinD2_byAKR1C3_PTGDR	complex:ProstaglandinD2_byAKR1C3	simple:Q13258		PTGDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.403																																																																																																																																																
CPI-CS0FADCFDB9	PGD2_byPTGDS_PTGDR	complex:PGD2_byPTGDS	simple:Q13258		PTGDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.403																																																																																																																																																
CPI-CS01FC3CF4D	LeukotrieneC4_byLTC4S_CYSLTR2	complex:LeukotrieneC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS09C48BE1A	ProstaglandinD2_byAKR1C3_PTGDR2	complex:ProstaglandinD2_byAKR1C3	simple:Q9Y5Y4		PTGDR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.403																																																																																																																																																
CPI-CS09DCEBC2B	ProstaglandinE2_byPTGES_PTGER1	complex:ProstaglandinE2_byPTGES	simple:P34995		PTGER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.403																																																																																																																																																
CPI-CS08225A985	LeukotrieneE4_byDPEP1_CYSLTR2	complex:LeukotrieneE4_byDPEP1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS0DEB18CB6	ProstaglandinE2_byPTGES2_PTGER1	complex:ProstaglandinE2_byPTGES2	simple:P34995		PTGER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.403																																																																																																																																																
CPI-CS0C4ABE334	LeukotrieneD4_byGGT1_CYSLTR1	complex:LeukotrieneD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS066F8F865	LTD4_byGGT1_CYSLTR1	complex:LTD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-CS059CF7CAA	ProstaglandinE2_byPTGES3_PTGER1	complex:ProstaglandinE2_byPTGES3	simple:P34995		PTGER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.403																																																																																																																																																
CPI-CS048E474A5	LeukotrieneE4_byDPEP2_CYSLTR1	complex:LeukotrieneE4_byDPEP2	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.403																																																																																																																																																
CPI-SS09B85D556	SLITRK2_PTPRD	simple:Q9H156	simple:P23468	SLITRK2	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.403																																																																																																																																																
CPI-SS081E1A895	LRFN5_PTPRD	simple:Q96NI6	simple:P23468	LRFN5	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.403																																																																																																																																																
CPI-SS0FA9304CE	LRFN4_PTPRD	simple:Q6PJG9	simple:P23468	LRFN4	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.403																																																																																																																																																
CPI-CS0F4093169	PGD2_byPTGDS_PTGDR2	complex:PGD2_byPTGDS	simple:Q9Y5Y4		PTGDR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.403																																																																																																																																																
CPI-SS01080B145	TAX1BP3_ADGRB2	simple:O14907	simple:O60241	TAX1BP3	ADGRB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Thromboxane	1.403																																																																																																																																																
CPI-SC0A2DB962D	CDH1_integrin_a2b1_complex	simple:P12830	complex:integrin_a2b1_complex	CDH1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Cadherin	1.403																																																																																																																																																
CPI-SS0F0492F71	THY1_ADGRE2	simple:P04216	simple:Q9UHX3	THY1	ADGRE2	False	False	True	curated	False	Adhesion-Adhesion	Adhesion by antigen THY1	1.403																																																																																																																																																
CPI-SC02D62FB5B	WNT5B_FZD6_LRP6	simple:Q9H1J7	complex:FZD6_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC04FC6D5DC	WNT6_FZD6_LRP6	simple:Q9Y6F9	complex:FZD6_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0F00C86AC	WNT10A_FZD7_LRP5	simple:Q9GZT5	complex:FZD7_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0714EE585	WNT11_FZD7_LRP5	simple:O96014	complex:FZD7_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0115378E7	WNT16_FZD7_LRP5	simple:Q9UBV4	complex:FZD7_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0B3337FB4	WNT2_FZD7_LRP5	simple:P09544	complex:FZD7_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0DE64F872	WNT2B_FZD7_LRP5	simple:Q93097	complex:FZD7_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC026062296	WNT3_FZD7_LRP5	simple:P56703	complex:FZD7_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
