gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	APOE+ FIB	CD40LG+ TC	COL11A1+ FIB	FBN1+ FIB	Inflam. DC	Inflam. FIB	Inflam. TC	LC	NKT	TC	cDC1	cDC2
FGF9	P31371	False	FGF9_HUMAN		CPI-SS05D62446A	FGF9	0.0	0.0	0.034	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C21302BC	NCAM1	0.022	0.0	0.121	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS008E98D3E	FLRT2	0.054	0.0	0.124	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0B0B67CA2	NRXN2	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS05E4F3F47	NRXN3	0.002	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	TENM1	0.108	0.012	0.076	0.17	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS09159B142	TENM2	0.005	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS04FD52559	TENM3	0.005	0.0	0.107	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0EC12EAD9	TENM4	0.001	0.0	0.005	0.005	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS0474E1C15	FLRT2	0.054	0.0	0.124	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS052641D5A	FLRT3	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS038A612D7	TENM1	0.108	0.012	0.076	0.17	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS0BCB3D402	TENM2	0.005	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS0EA023E51	TENM3	0.005	0.0	0.107	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS01F00A48A	TENM4	0.001	0.0	0.005	0.005	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS08BFFB96E	FLRT3	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS083BB1EB3	TENM1	0.108	0.012	0.076	0.17	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS021718DBF	TENM2	0.005	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS075F456AF	TENM3	0.005	0.0	0.107	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0FD44484F	TENM4	0.001	0.0	0.005	0.005	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0
LGALS3	P17931	False	LEG3_HUMAN		CPI-SS076940BCD	LGALS3	1.71	0.758	1.02	1.728	2.746	1.901	1.046	2.222	0.749	0.462	0.488	1.626
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0F7FF099C	GAS6	0.468	0.0	0.269	0.41	1.037	0.441	0.0	0.521	0.09	0.013	0.4	0.688
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	LGALS9	0.002	0.04	0.03	0.011	0.0	0.012	0.0	0.575	0.053	0.043	0.648	0.242
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0CE693E3E	LGALS9	0.002	0.04	0.03	0.011	0.0	0.012	0.0	0.575	0.053	0.043	0.648	0.242
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0AE964947	GAS6	0.468	0.0	0.269	0.41	1.037	0.441	0.0	0.521	0.09	0.013	0.4	0.688
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0BDA0E5E0	GAS6	0.468	0.0	0.269	0.41	1.037	0.441	0.0	0.521	0.09	0.013	0.4	0.688
GDF10	P55107	False	GDF10_HUMAN		CPI-SC0A86600AA	GDF10	0.224	0.0	0.036	0.21	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC0002A7A8F	GDF11	0.008	0.028	0.021	0.004	0.0	0.0	0.073	0.0	0.0	0.022	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC00C9C81E3	GDF11	0.008	0.028	0.021	0.004	0.0	0.0	0.073	0.0	0.0	0.022	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	GDF11	0.008	0.028	0.021	0.004	0.0	0.0	0.073	0.0	0.0	0.022	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	GDF11	0.008	0.028	0.021	0.004	0.0	0.0	0.073	0.0	0.0	0.022	0.0	0.0
GDF9	O60383	False	GDF9_HUMAN		CPI-SC0FDB4B6D9	GDF9	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	HLA-E	0.677	1.961	0.561	0.653	2.313	0.839	1.639	1.209	2.352	1.501	1.489	1.759
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC05A060D3B	HLA-E	0.677	1.961	0.561	0.653	2.313	0.839	1.639	1.209	2.352	1.501	1.489	1.759
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	HLA-E	0.677	1.961	0.561	0.653	2.313	0.839	1.639	1.209	2.352	1.501	1.489	1.759
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC066BD3097	HLA-E	0.677	1.961	0.561	0.653	2.313	0.839	1.639	1.209	2.352	1.501	1.489	1.759
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC04E52CC72	HLA-E	0.677	1.961	0.561	0.653	2.313	0.839	1.639	1.209	2.352	1.501	1.489	1.759
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	HLA-E	0.677	1.961	0.561	0.653	2.313	0.839	1.639	1.209	2.352	1.501	1.489	1.759
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	HLA-F	0.048	0.36	0.078	0.021	1.536	0.333	0.612	0.33	0.749	0.343	0.132	0.249
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	HLA-G	0.004	0.0	0.01	0.002	0.0	0.007	0.05	0.047	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC033AB13AE	IGF1	0.296	0.0	0.212	0.049	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	IGF1	0.296	0.0	0.212	0.049	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	IGF2	0.048	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0322BA9B5	IGF1	0.296	0.0	0.212	0.049	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC06CB2F292	NRG1	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	IGF2	0.048	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGFBP3	P17936	False	IBP3_HUMAN		CPI-SS099ACF7FB	IGFBP3	0.566	0.0	0.114	0.177	0.0	0.385	0.0	0.0	0.061	0.0	0.0	0.0
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	IGFL2	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNG	P01579	False	IFNG_HUMAN		CPI-SC02DEB4893	IFNG	0.0	0.116	0.0	0.0	0.0	0.0	0.045	0.0	0.28	0.047	0.0	0.0
IL10	P22301	False	IL10_HUMAN		CPI-SC0104DF8E5	IL10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-SC0B433D463	IL13	0.0	0.22	0.0	0.0	0.0	0.0	0.525	0.0	0.064	0.109	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-SS066FBE098	IL13	0.0	0.22	0.0	0.0	0.0	0.0	0.525	0.0	0.064	0.109	0.0	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SC0C6EBD4D8	IL15	0.014	0.0	0.009	0.003	0.0	0.129	0.0	0.192	0.0	0.0	0.0	0.098
IL18	Q14116	False	IL18_HUMAN		CPI-SC09CC14C07	IL18	0.003	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.735	0.066
IL1B	P01584	False	IL1B_HUMAN		CPI-SC0D5A18C2E	IL1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384	0.0	0.0	0.0	0.103
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC06CA2BDAB	IL1RN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.456	0.0	0.0	0.0	0.591
IL1B	P01584	False	IL1B_HUMAN		CPI-SC01BC018A0	IL1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384	0.0	0.0	0.0	0.103
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC0CEE7CCC6	IL1RN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.456	0.0	0.0	0.0	0.591
IL1RAP	Q9NPH3	False	IL1AP_HUMAN		CPI-SS0E12A78EF	IL1RAP	0.013	0.067	0.03	0.015	0.0	0.03	0.044	0.943	0.0	0.058	0.425	0.509
LRRC4B	Q9NT99	False	LRC4B_HUMAN		CPI-SS0D8DC28C6	LRRC4B	0.002	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0
LRRC4C	Q9HCJ2	False	LRC4C_HUMAN		CPI-SS00373B59C	LRRC4C	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0F023190B	LRFN4	0.048	0.0	0.068	0.066	0.0	0.055	0.04	0.0	0.0	0.011	0.0	0.031
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS0CBB9D57D	LRFN5	0.011	0.0	0.0	0.035	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SC0114881C6	IL2	0.0	0.087	0.0	0.0	0.0	0.0	0.118	0.0	0.072	0.136	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SC0DE80D39C	IL2	0.0	0.087	0.0	0.0	0.0	0.0	0.118	0.0	0.072	0.136	0.0	0.0
IL22	Q9GZX6	False	IL22_HUMAN		CPI-SC052CCA5BF	IL22	0.0	0.36	0.0	0.0	0.0	0.0	0.569	0.0	0.0	0.164	0.0	0.0
IL26	Q9NPH9	False	IL26_HUMAN		CPI-SC0F4F95585	IL26	0.0	0.265	0.0	0.0	0.0	0.0	0.194	0.0	0.108	0.268	0.0	0.052
IL33	O95760	False	IL33_HUMAN		CPI-SC0A2B4E2CE	IL33	0.121	0.0	0.0	0.135	0.0	0.284	0.0	0.0	0.027	0.0	0.0	0.0
IL6	P05231	False	IL6_HUMAN		CPI-SC0E81D7329	IL6	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL7	P13232	False	IL7_HUMAN		CPI-SC0089DC473	IL7	0.018	0.0	0.008	0.015	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.05
RAET1E	Q8TD07	False	N2DL4_HUMAN		CPI-SC0240A44BC	RAET1E	0.002	0.015	0.009	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAET1G	Q6H3X3	False	RET1G_HUMAN		CPI-SC0A30300BD	RAET1G	0.006	0.0	0.025	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-SC013345660	ULBP2	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MICA	Q29983	False	MICA_HUMAN		CPI-SC0324880F8	MICA	0.109	0.023	0.082	0.123	0.0	0.027	0.0	0.149	0.154	0.083	0.0	0.027
MICB	Q29980	False	MICB_HUMAN		CPI-SC00BFC481D	MICB	0.006	0.05	0.0	0.005	0.0	0.0	0.0	0.0	0.179	0.063	0.0	0.068
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	CLEC2B	0.394	0.103	0.105	0.418	0.0	0.297	0.07	0.0	0.328	0.099	0.56	0.327
LRRC4B	Q9NT99	False	LRC4B_HUMAN		CPI-SS0E0D00210	LRRC4B	0.002	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0FA9304CE	LRFN4	0.048	0.0	0.068	0.066	0.0	0.055	0.04	0.0	0.0	0.011	0.0	0.031
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS081E1A895	LRFN5	0.011	0.0	0.0	0.035	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK2	Q9H156	False	SLIK2_HUMAN		CPI-SS09B85D556	SLITRK2	0.063	0.0	0.045	0.032	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0
LTB	Q06643	False	TNFC_HUMAN		CPI-SS02C509183	LTB	0.004	1.446	0.0	0.009	0.0	0.0	1.328	0.357	0.85	1.333	2.329	0.275
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	TNFSF14	0.026	0.397	0.0	0.005	0.0	0.0	0.781	0.0	0.215	0.378	0.317	0.039
LPAR1	Q92633	False	LPAR1_HUMAN		CPI-SS0E4245B64	LPAR1	0.104	0.0	0.084	0.122	0.0	0.384	0.0	0.0	0.0	0.0	0.0	0.0
LPAR2	Q9HBW0	False	LPAR2_HUMAN		CPI-SS076F4624B	LPAR2	0.005	0.044	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0
LPAR3	Q9UBY5	False	LPAR3_HUMAN		CPI-SS046661AE7	LPAR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.243	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SS0118D1B89	THY1	0.818	0.015	1.039	0.831	0.0	0.854	0.0	0.0	0.087	0.0	0.0	0.0
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	CD55	0.174	0.152	0.499	1.413	1.866	0.185	0.105	0.722	0.193	0.039	0.403	0.392
SFTPD	P35247	False	SFTPD_HUMAN		CPI-SS0305C793D	SFTPD	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	MDK	0.063	0.0	0.487	0.052	0.0	0.24	0.0	0.0	0.117	0.0	0.0	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	PTN	0.077	0.0	0.597	0.027	0.0	0.685	0.0	0.0	0.0	0.0	0.0	0.0
NTN1	O95631	False	NET1_HUMAN		CPI-SS04F1CBF06	NTN1	0.016	0.0	0.143	0.103	0.0	0.125	0.0	0.067	0.0	0.0	0.0	0.0
NTN1	O95631	False	NET1_HUMAN		CPI-SS00C9DE87A	NTN1	0.016	0.0	0.143	0.103	0.0	0.125	0.0	0.067	0.0	0.0	0.0	0.0
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0C72D53A2	NTN4	0.05	0.0	0.038	0.175	0.0	0.051	0.0	0.0	0.141	0.0	0.0	0.0
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0193D81E1	NRXN2	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	NMU	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.188	0.0
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC060C69786	NRTN	0.0	0.019	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	NTF3	0.002	0.0	0.049	0.009	0.0	0.022	0.0	0.0	0.059	0.0	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS01D36DDFA	PTPRS	0.448	0.0	0.343	0.328	0.0	0.268	0.0	0.1	0.051	0.0	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0A6FCBF7C	CNTN1	0.042	0.0	0.215	0.014	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	DLL1	0.038	0.0	0.065	0.011	0.0	0.101	0.069	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0AFCA0602	DLL4	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS052ADA696	JAG1	0.115	0.017	0.329	0.194	0.0	0.075	0.0	0.1	0.176	0.0	0.0	0.024
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0DB3F5A37	JAG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS029811409	CNTN1	0.042	0.0	0.215	0.014	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	DLL1	0.038	0.0	0.065	0.011	0.0	0.101	0.069	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS08E4D6FA9	DLL4	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	JAG1	0.115	0.017	0.329	0.194	0.0	0.075	0.0	0.1	0.176	0.0	0.0	0.024
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS065B2DBAE	JAG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0730D1EF3	CNTN1	0.042	0.0	0.215	0.014	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0BDC912F3	CNTN1	0.042	0.0	0.215	0.014	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	DLL1	0.038	0.0	0.065	0.011	0.0	0.101	0.069	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	DLL4	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	JAG1	0.115	0.017	0.329	0.194	0.0	0.075	0.0	0.1	0.176	0.0	0.0	0.024
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0263EFDDF	JAG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	DLL1	0.038	0.0	0.065	0.011	0.0	0.101	0.069	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0558101D1	DLL4	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	JAG1	0.115	0.017	0.329	0.194	0.0	0.075	0.0	0.1	0.176	0.0	0.0	0.024
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS096F3E0F2	JAG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS015B87133	JAG1	0.115	0.017	0.329	0.194	0.0	0.075	0.0	0.1	0.176	0.0	0.0	0.024
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0EDD8CDD4	JAG1	0.115	0.017	0.329	0.194	0.0	0.075	0.0	0.1	0.176	0.0	0.0	0.024
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02EEA092C	JAG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0
OSM	P13725	False	ONCM_HUMAN		CPI-SC0CDC669B3	OSM	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.026	0.0	0.05
LIF	P15018	False	LIF_HUMAN		CPI-SC0F30798CC	LIF	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSM	P13725	False	ONCM_HUMAN		CPI-SC04DB1BDAB	OSM	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.026	0.0	0.05
OXT	P01178	False	NEU1_HUMAN		CPI-SS0E8F8E4F1	OXT	0.027	0.0	0.035	0.031	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	PTHLH	0.011	0.027	0.0	0.032	0.0	0.102	0.152	0.0	0.0	0.035	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS07361522F	PGF	0.034	0.0	0.134	0.059	0.0	0.023	0.0	0.0	0.156	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	VEGFA	0.169	0.055	0.113	0.134	1.037	0.071	0.111	0.465	0.0	0.0	0.353	0.212
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00D51DD37	VEGFB	0.155	0.035	0.124	0.238	0.0	0.081	0.0	0.302	0.043	0.029	0.165	0.111
PGF	P49763	False	PLGF_HUMAN		CPI-SC0B51DC960	PGF	0.034	0.0	0.134	0.059	0.0	0.023	0.0	0.0	0.156	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SC0AFC650CD	VEGFA	0.169	0.055	0.113	0.134	1.037	0.071	0.111	0.465	0.0	0.0	0.353	0.212
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SC03F1C301F	VEGFB	0.155	0.035	0.124	0.238	0.0	0.081	0.0	0.302	0.043	0.029	0.165	0.111
PGF	P49763	False	PLGF_HUMAN		CPI-SS01790830C	PGF	0.034	0.0	0.134	0.059	0.0	0.023	0.0	0.0	0.156	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS034083FFA	SEMA3A	0.08	0.0	0.0	0.018	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS043E22BF5	VEGFA	0.169	0.055	0.113	0.134	1.037	0.071	0.111	0.465	0.0	0.0	0.353	0.212
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00508D1C2	VEGFB	0.155	0.035	0.124	0.238	0.0	0.081	0.0	0.302	0.043	0.029	0.165	0.111
PGF	P49763	False	PLGF_HUMAN		CPI-SS065D9259F	PGF	0.034	0.0	0.134	0.059	0.0	0.023	0.0	0.0	0.156	0.0	0.0	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0F67B526A	SEMA3C	0.127	0.0	0.083	1.058	0.0	0.209	0.0	0.07	0.0	0.0	0.0	0.0
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0674B0F46	SEMA3F	0.003	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS046F8AD8B	VEGFA	0.169	0.055	0.113	0.134	1.037	0.071	0.111	0.465	0.0	0.0	0.353	0.212
PLAU	P00749	False	UROK_HUMAN		CPI-SS036B08188	PLAU	0.032	0.0	0.0	0.067	0.0	0.079	0.0	0.543	0.047	0.0	0.188	0.3
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	PDGFA	0.004	0.031	0.019	0.026	1.037	0.057	0.227	0.0	0.027	0.011	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	PDGFB	0.005	0.0	0.0	0.002	0.0	0.041	0.0	0.692	0.08	0.014	0.0	0.155
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS06DA9B4FE	PDGFC	0.002	0.0	0.008	0.042	0.0	0.085	0.0	0.168	0.0	0.0	0.0	0.074
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	PDGFB	0.005	0.0	0.0	0.002	0.0	0.041	0.0	0.692	0.08	0.014	0.0	0.155
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SC042177446	PDGFD	0.147	0.0	0.229	0.371	0.0	0.18	0.0	0.0	0.098	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	PDGFB	0.005	0.0	0.0	0.002	0.0	0.041	0.0	0.692	0.08	0.014	0.0	0.155
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0B3C76C9D	PDGFD	0.147	0.0	0.229	0.371	0.0	0.18	0.0	0.0	0.098	0.0	0.0	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	PODXL	0.003	0.0	0.009	0.018	0.0	0.0	0.033	0.0	0.04	0.0	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS01EBB8D76	PODXL2	0.033	0.0	0.098	0.035	0.0	0.036	0.06	0.055	0.0	0.019	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS0D479FBB7	SELPLG	0.0	0.201	0.0	0.0	1.536	0.0	0.066	0.221	0.067	0.091	0.398	0.197
CD34	P28906	False	CD34_HUMAN		CPI-SS00D1CB372	CD34	0.458	0.0	0.18	0.743	0.0	0.119	0.042	0.0	0.093	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	PVR	0.016	0.0	0.069	0.026	1.536	0.017	0.0	0.0	0.0	0.0	0.132	0.11
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	PVR	0.016	0.0	0.069	0.026	1.536	0.017	0.0	0.0	0.0	0.0	0.132	0.11
