gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	APOE+ FIB	CD40LG+ TC	COL11A1+ FIB	FBN1+ FIB	Inflam. DC	Inflam. FIB	Inflam. TC	LC	NKT	TC	cDC1	cDC2
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	IGF1	0.133	0.0	0.12	0.024	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	PLAUR	0.027	0.032	0.036	0.033	0.0	0.0	0.0	0.8	0.0	0.006	0.286	0.514
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	THY1	0.347	0.006	0.452	0.385	0.0	0.387	0.0	0.0	0.057	0.0	0.0	0.0
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	MMP2	0.34	0.006	0.5	0.707	0.0	0.419	0.0	0.0	0.0	0.0	0.0	0.0
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	OMD	0.138	0.0	0.145	0.287	0.0	0.097	0.0	0.0	0.029	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC09B45FB39	FN1	0.14	0.006	0.5	0.495	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0
GJA1	P17302	False	CXA1_HUMAN		CPI-SS04829AC68	GJA1	0.043	0.0	0.307	0.177	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	ICAM1	0.012	0.006	0.036	0.01	1.0	0.097	0.026	0.4	0.029	0.006	0.143	0.243
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC00035437A	ICAM1	0.012	0.006	0.036	0.01	1.0	0.097	0.026	0.4	0.029	0.006	0.143	0.243
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC0943ECD6E	ICAM2	0.024	0.026	0.0	0.008	0.0	0.065	0.0	0.0	0.029	0.006	0.0	0.027
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC09DC9200A	ICAM3	0.016	0.265	0.024	0.035	0.0	0.032	0.205	0.15	0.286	0.207	0.286	0.162
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC0DEE2AF32	F11R	0.003	0.019	0.0	0.006	0.0	0.0	0.0	0.3	0.029	0.018	0.429	0.135
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	ICAM1	0.012	0.006	0.036	0.01	1.0	0.097	0.026	0.4	0.029	0.006	0.143	0.243
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	JAM2	0.023	0.0	0.12	0.012	0.0	0.065	0.0	0.0	0.057	0.0	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	JAM3	0.023	0.0	0.06	0.067	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC03FF6E42F	LAMC1	0.185	0.006	0.12	0.212	0.0	0.274	0.0	0.0	0.057	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	PVR	0.009	0.0	0.036	0.01	1.0	0.016	0.0	0.0	0.0	0.0	0.143	0.108
THBS1	P07996	False	TSP1_HUMAN		CPI-SS0C93E48D7	THBS1	0.003	0.0	0.133	0.077	0.0	0.032	0.0	0.0	0.029	0.0	0.0	0.0
THBS2	P35442	False	TSP2_HUMAN		CPI-SS0914C7C85	THBS2	0.15	0.0	0.319	0.417	0.0	0.274	0.0	0.0	0.0	0.0	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS064D15A83	LRFN4	0.022	0.0	0.03	0.031	0.0	0.048	0.026	0.0	0.0	0.006	0.0	0.027
SLITRK2	Q9H156	False	SLIK2_HUMAN		CPI-SS09ABD133A	SLITRK2	0.03	0.0	0.024	0.02	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK4	Q8IW52	False	SLIK4_HUMAN		CPI-SS0EEF491E3	SLITRK4	0.103	0.0	0.03	0.147	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.027
APP	P05067	False	A4_HUMAN		CPI-SS080C81D37	APP	0.191	0.026	0.482	0.377	0.0	0.29	0.0	0.35	0.086	0.024	0.143	0.189
APP	P05067	False	A4_HUMAN		CPI-SS0CB6F5575	APP	0.191	0.026	0.482	0.377	0.0	0.29	0.0	0.35	0.086	0.024	0.143	0.189
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0DF830287	APLP2	0.324	0.071	0.367	0.403	0.0	0.435	0.128	0.45	0.2	0.03	0.714	0.595
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	APP	0.191	0.026	0.482	0.377	0.0	0.29	0.0	0.35	0.086	0.024	0.143	0.189
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	ANXA1	0.604	0.8	0.554	0.68	1.0	0.468	0.538	0.75	0.543	0.622	0.714	0.811
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0EEECE1C4	HEBP1	0.092	0.019	0.12	0.159	0.0	0.097	0.0	0.0	0.057	0.018	0.0	0.081
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	LRPAP1	0.183	0.123	0.229	0.257	1.0	0.194	0.205	0.3	0.143	0.079	0.143	0.243
BMP4	P12644	False	BMP4_HUMAN		CPI-SC052486D3E	BMP4	0.056	0.0	0.078	0.09	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC0915DDE22	BMP4	0.056	0.0	0.078	0.09	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0E3AA6B7B	NTN4	0.025	0.0	0.024	0.104	0.0	0.032	0.0	0.0	0.057	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	CCL22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.027
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0B1B18F2D	CXCL12	0.667	0.006	0.181	0.375	0.0	0.661	0.0	0.0	0.143	0.0	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	CXCL2	0.004	0.0	0.0	0.0	0.0	0.065	0.0	0.2	0.0	0.0	0.0	0.081
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0F06E4B3F	CCL26	0.005	0.0	0.0	0.031	0.0	0.081	0.0	0.0	0.0	0.006	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	CCL5	0.0	0.032	0.0	0.0	0.0	0.032	0.026	0.0	0.629	0.024	0.0	0.027
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EDD38B58	CCL17	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.6	0.029	0.0	0.0	0.459
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	CCL22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.027
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	CCL5	0.0	0.032	0.0	0.0	0.0	0.032	0.026	0.0	0.629	0.024	0.0	0.027
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	CCL19	0.003	0.0	0.0	0.002	1.0	0.339	0.0	0.0	0.029	0.012	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	CCL21	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS09239FB26	CCL19	0.003	0.0	0.0	0.002	1.0	0.339	0.0	0.0	0.029	0.012	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	CCL21	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS0BCCA6596	CCL28	0.017	0.032	0.006	0.018	0.0	0.016	0.051	0.0	0.029	0.012	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	CXCL12	0.667	0.006	0.181	0.375	0.0	0.661	0.0	0.0	0.143	0.0	0.0	0.0
CXCL14	O95715	False	CXL14_HUMAN		CPI-SS0669CC233	CXCL14	0.87	0.019	0.62	0.548	0.0	0.742	0.0	0.0	0.086	0.006	0.0	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS0B1535576	CXCL16	0.006	0.0	0.0	0.004	1.0	0.016	0.0	0.8	0.057	0.006	0.571	0.514
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0AB1F04A0	CSF1	0.073	0.006	0.0	0.116	0.0	0.145	0.026	0.25	0.086	0.0	0.0	0.027
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS015162AFC	IL34	0.009	0.0	0.0	0.004	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS040D3C47C	EFNB1	0.045	0.0	0.114	0.018	0.0	0.032	0.0	0.0	0.0	0.012	0.0	0.027
AREG	P15514	False	AREG_HUMAN		CPI-SS052119104	AREG	0.001	0.09	0.0	0.0	0.0	0.0	0.051	0.55	0.029	0.006	0.0	0.135
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS09B2ACA25	HBEGF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.057	0.0	0.143	0.135
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03E7FB333	HBEGF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.057	0.0	0.143	0.135
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	FGF2	0.025	0.0	0.024	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	FGF7	0.315	0.0	0.199	0.23	0.0	0.371	0.0	0.0	0.086	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	FGF2	0.025	0.0	0.024	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS05632AB58	NCAM1	0.011	0.0	0.06	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS008E98D3E	FLRT2	0.024	0.0	0.054	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	TENM1	0.046	0.006	0.042	0.094	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS083BB1EB3	TENM1	0.046	0.006	0.042	0.094	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	LGALS9	0.001	0.019	0.006	0.006	0.0	0.016	0.0	0.4	0.029	0.018	0.429	0.216
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0CE693E3E	LGALS9	0.001	0.019	0.006	0.006	0.0	0.016	0.0	0.4	0.029	0.018	0.429	0.216
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0AE964947	GAS6	0.217	0.0	0.108	0.194	1.0	0.21	0.0	0.35	0.057	0.006	0.143	0.405
IGF1	P05019	False	IGF1_HUMAN		CPI-SC033AB13AE	IGF1	0.133	0.0	0.12	0.024	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	IGF1	0.133	0.0	0.12	0.024	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
IGFBP3	P17936	False	IBP3_HUMAN		CPI-SS099ACF7FB	IGFBP3	0.236	0.0	0.042	0.096	0.0	0.161	0.0	0.0	0.029	0.0	0.0	0.0
IFNG	P01579	False	IFNG_HUMAN		CPI-SC02DEB4893	IFNG	0.0	0.032	0.0	0.0	0.0	0.0	0.026	0.0	0.114	0.018	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-SC0B433D463	IL13	0.0	0.084	0.0	0.0	0.0	0.0	0.231	0.0	0.029	0.03	0.0	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SC0C6EBD4D8	IL15	0.008	0.0	0.006	0.002	0.0	0.065	0.0	0.1	0.0	0.0	0.0	0.081
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC06CA2BDAB	IL1RN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.297
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC0CEE7CCC6	IL1RN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.297
IL1RAP	Q9NPH3	False	IL1AP_HUMAN		CPI-SS0E12A78EF	IL1RAP	0.01	0.026	0.012	0.008	0.0	0.016	0.026	0.55	0.0	0.024	0.286	0.324
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0F023190B	LRFN4	0.022	0.0	0.03	0.031	0.0	0.048	0.026	0.0	0.0	0.006	0.0	0.027
IL2	P60568	False	IL2_HUMAN		CPI-SC0114881C6	IL2	0.0	0.039	0.0	0.0	0.0	0.0	0.051	0.0	0.029	0.061	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SC0DE80D39C	IL2	0.0	0.039	0.0	0.0	0.0	0.0	0.051	0.0	0.029	0.061	0.0	0.0
IL7	P13232	False	IL7_HUMAN		CPI-SC0089DC473	IL7	0.012	0.0	0.006	0.008	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.027
LTB	Q06643	False	TNFC_HUMAN		CPI-SS02C509183	LTB	0.002	0.49	0.0	0.004	0.0	0.0	0.462	0.2	0.314	0.445	0.571	0.216
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	TNFSF14	0.008	0.174	0.0	0.002	0.0	0.0	0.333	0.0	0.086	0.165	0.143	0.027
LPAR1	Q92633	False	LPAR1_HUMAN		CPI-SS0E4245B64	LPAR1	0.053	0.0	0.054	0.071	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SS0118D1B89	THY1	0.347	0.006	0.452	0.385	0.0	0.387	0.0	0.0	0.057	0.0	0.0	0.0
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	CD55	0.086	0.065	0.223	0.554	1.0	0.113	0.051	0.4	0.114	0.012	0.286	0.27
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0A6FCBF7C	CNTN1	0.023	0.0	0.09	0.008	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	DLL1	0.017	0.0	0.036	0.006	0.0	0.065	0.026	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS052ADA696	JAG1	0.054	0.006	0.157	0.106	0.0	0.048	0.0	0.1	0.086	0.0	0.0	0.027
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS029811409	CNTN1	0.023	0.0	0.09	0.008	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	DLL1	0.017	0.0	0.036	0.006	0.0	0.065	0.026	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	JAG1	0.054	0.006	0.157	0.106	0.0	0.048	0.0	0.1	0.086	0.0	0.0	0.027
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	DLL1	0.017	0.0	0.036	0.006	0.0	0.065	0.026	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	JAG1	0.054	0.006	0.157	0.106	0.0	0.048	0.0	0.1	0.086	0.0	0.0	0.027
JAG1	P78504	False	JAG1_HUMAN		CPI-SS015B87133	JAG1	0.054	0.006	0.157	0.106	0.0	0.048	0.0	0.1	0.086	0.0	0.0	0.027
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0EDD8CDD4	JAG1	0.054	0.006	0.157	0.106	0.0	0.048	0.0	0.1	0.086	0.0	0.0	0.027
OSM	P13725	False	ONCM_HUMAN		CPI-SC0CDC669B3	OSM	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.012	0.0	0.027
OSM	P13725	False	ONCM_HUMAN		CPI-SC04DB1BDAB	OSM	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.012	0.0	0.027
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	PTHLH	0.007	0.019	0.0	0.024	0.0	0.048	0.077	0.0	0.0	0.018	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS07361522F	PGF	0.016	0.0	0.072	0.037	0.0	0.016	0.0	0.0	0.057	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	VEGFA	0.081	0.019	0.066	0.073	1.0	0.032	0.051	0.35	0.0	0.0	0.286	0.108
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00D51DD37	VEGFB	0.073	0.019	0.066	0.139	0.0	0.048	0.0	0.2	0.029	0.006	0.143	0.108
PGF	P49763	False	PLGF_HUMAN		CPI-SS01790830C	PGF	0.016	0.0	0.072	0.037	0.0	0.016	0.0	0.0	0.057	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS034083FFA	SEMA3A	0.039	0.0	0.0	0.008	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS043E22BF5	VEGFA	0.081	0.019	0.066	0.073	1.0	0.032	0.051	0.35	0.0	0.0	0.286	0.108
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00508D1C2	VEGFB	0.073	0.019	0.066	0.139	0.0	0.048	0.0	0.2	0.029	0.006	0.143	0.108
PGF	P49763	False	PLGF_HUMAN		CPI-SS065D9259F	PGF	0.016	0.0	0.072	0.037	0.0	0.016	0.0	0.0	0.057	0.0	0.0	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0F67B526A	SEMA3C	0.054	0.0	0.03	0.436	0.0	0.113	0.0	0.05	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS046F8AD8B	VEGFA	0.081	0.019	0.066	0.073	1.0	0.032	0.051	0.35	0.0	0.0	0.286	0.108
PLAU	P00749	False	UROK_HUMAN		CPI-SS036B08188	PLAU	0.018	0.0	0.0	0.049	0.0	0.048	0.0	0.35	0.029	0.0	0.143	0.216
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	PDGFA	0.002	0.013	0.006	0.016	1.0	0.032	0.103	0.0	0.029	0.006	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	PDGFB	0.004	0.0	0.0	0.002	0.0	0.016	0.0	0.5	0.057	0.006	0.0	0.135
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS06DA9B4FE	PDGFC	0.001	0.0	0.006	0.026	0.0	0.048	0.0	0.15	0.0	0.0	0.0	0.054
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	PDGFB	0.004	0.0	0.0	0.002	0.0	0.016	0.0	0.5	0.057	0.006	0.0	0.135
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SC042177446	PDGFD	0.071	0.0	0.102	0.191	0.0	0.097	0.0	0.0	0.029	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	PDGFB	0.004	0.0	0.0	0.002	0.0	0.016	0.0	0.5	0.057	0.006	0.0	0.135
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0B3C76C9D	PDGFD	0.071	0.0	0.102	0.191	0.0	0.097	0.0	0.0	0.029	0.0	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS01EBB8D76	PODXL2	0.013	0.0	0.066	0.022	0.0	0.016	0.026	0.05	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS0D479FBB7	SELPLG	0.0	0.09	0.0	0.0	1.0	0.0	0.026	0.2	0.029	0.037	0.286	0.162
CD34	P28906	False	CD34_HUMAN		CPI-SS00D1CB372	CD34	0.22	0.0	0.09	0.352	0.0	0.065	0.026	0.0	0.057	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	PVR	0.009	0.0	0.036	0.01	1.0	0.016	0.0	0.0	0.0	0.0	0.143	0.108
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	PVR	0.009	0.0	0.036	0.01	1.0	0.016	0.0	0.0	0.0	0.0	0.143	0.108
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SC0456039E0	RSPO1	0.001	0.0	0.018	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
DKK1	O94907	False	DKK1_HUMAN		CPI-SC07CA7AF54	DKK1	0.002	0.0	0.024	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	RSPO1	0.001	0.0	0.018	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0ACAB1835	RSPO3	0.083	0.0	0.03	0.022	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS0CDEE4A57	RARRES2	0.334	0.013	0.06	0.084	0.0	0.274	0.026	0.0	0.057	0.0	0.0	0.0
DKK1	O94907	False	DKK1_HUMAN		CPI-SS09EE83769	DKK1	0.002	0.0	0.024	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKK1	O94907	False	DKK1_HUMAN		CPI-SS0703C3CE4	DKK1	0.002	0.0	0.024	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-SS063D79C85	DKK2	0.017	0.0	0.361	0.112	0.0	0.113	0.026	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC0C8A5C197	SEMA3A	0.039	0.0	0.0	0.008	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC019D0A439	SEMA3A	0.039	0.0	0.0	0.008	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC05F339947	SEMA3A	0.039	0.0	0.0	0.008	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC096905331	SEMA3A	0.039	0.0	0.0	0.008	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	SEMA3E	0.068	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	SEMA4A	0.007	0.11	0.0	0.002	0.0	0.0	0.051	0.35	0.057	0.03	0.286	0.216
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0892F3080	SEMA4C	0.02	0.006	0.042	0.031	0.0	0.081	0.0	0.0	0.057	0.006	0.0	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS012F60F11	SEMA4D	0.0	0.103	0.0	0.0	0.0	0.0	0.077	0.0	0.057	0.11	0.0	0.054
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0606E97F0	SEMA4D	0.0	0.103	0.0	0.0	0.0	0.0	0.077	0.0	0.057	0.11	0.0	0.054
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0F7113A7D	SEMA4D	0.0	0.103	0.0	0.0	0.0	0.0	0.077	0.0	0.057	0.11	0.0	0.054
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS0EBDDDF8A	SEMA7A	0.0	0.006	0.0	0.0	0.0	0.016	0.103	0.0	0.0	0.0	0.0	0.0
SLIT2	O94813	False	SLIT2_HUMAN		CPI-SS0A932EB77	SLIT2	0.092	0.0	0.102	0.063	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0
SLIT2	O94813	False	SLIT2_HUMAN		CPI-SS0D0235DCE	SLIT2	0.092	0.0	0.102	0.063	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0
SDC2	P34741	False	SDC2_HUMAN		CPI-SS0D681D90E	SDC2	0.34	0.0	0.205	0.466	1.0	0.355	0.0	0.8	0.057	0.0	0.143	0.351
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC01AADFEB3	TGFB1	0.037	0.174	0.078	0.031	1.0	0.032	0.179	0.3	0.143	0.104	0.0	0.432
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC074D3FFBC	TGFB3	0.039	0.0	0.084	0.02	0.0	0.048	0.0	0.0	0.0	0.006	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0DABCC4B5	TGFB1	0.037	0.174	0.078	0.031	1.0	0.032	0.179	0.3	0.143	0.104	0.0	0.432
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC051FC855D	TGFB3	0.039	0.0	0.084	0.02	0.0	0.048	0.0	0.0	0.0	0.006	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	TGFB1	0.037	0.174	0.078	0.031	1.0	0.032	0.179	0.3	0.143	0.104	0.0	0.432
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	TGFB3	0.039	0.0	0.084	0.02	0.0	0.048	0.0	0.0	0.0	0.006	0.0	0.0
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	BTLA	0.0	0.032	0.006	0.0	0.0	0.0	0.103	0.0	0.0	0.043	0.143	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	LTA	0.0	0.026	0.0	0.0	0.0	0.0	0.103	0.0	0.086	0.03	0.0	0.0
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	TNFSF14	0.008	0.174	0.0	0.002	0.0	0.0	0.333	0.0	0.086	0.165	0.143	0.027
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0D168412F	FASLG	0.0	0.058	0.0	0.0	0.0	0.0	0.128	0.0	0.086	0.067	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	LTA	0.0	0.026	0.0	0.0	0.0	0.0	0.103	0.0	0.086	0.03	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	TNF	0.0	0.51	0.006	0.0	0.0	0.016	0.308	0.3	0.143	0.226	0.0	0.162
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	LTA	0.0	0.026	0.0	0.0	0.0	0.0	0.103	0.0	0.086	0.03	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	TNF	0.0	0.51	0.006	0.0	0.0	0.016	0.308	0.3	0.143	0.226	0.0	0.162
