gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	APOE+ FIB	CD40LG+ TC	COL11A1+ FIB	FBN1+ FIB	Inflam. DC	Inflam. FIB	Inflam. TC	LC	NKT	TC	cDC1	cDC2
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	IGF1	0.319	0.0	0.251	0.045	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	PLAUR	0.052	0.082	0.066	0.061	0.0	0.0	0.0	1.339	0.0	0.012	0.477	0.823
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	THY1	0.926	0.016	1.178	0.863	0.0	0.95	0.0	0.0	0.089	0.0	0.0	0.0
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	MMP2	0.901	0.025	1.3	2.118	0.0	1.146	0.0	0.0	0.0	0.0	0.0	0.0
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	OMD	0.314	0.0	0.334	0.597	0.0	0.21	0.0	0.0	0.044	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC09B45FB39	FN1	0.351	0.012	1.272	1.283	0.0	1.019	0.0	0.0	0.0	0.0	0.0	0.0
GJA1	P17302	False	CXA1_HUMAN		CPI-SS04829AC68	GJA1	0.096	0.0	0.704	0.347	0.0	0.376	0.0	0.0	0.0	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	ICAM1	0.026	0.01	0.082	0.017	1.536	0.188	0.074	0.561	0.028	0.012	0.237	0.366
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC00035437A	ICAM1	0.026	0.01	0.082	0.017	1.536	0.188	0.074	0.561	0.028	0.012	0.237	0.366
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC0943ECD6E	ICAM2	0.053	0.062	0.0	0.015	0.0	0.154	0.0	0.0	0.09	0.022	0.0	0.032
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC09DC9200A	ICAM3	0.033	0.661	0.039	0.052	0.0	0.07	0.381	0.194	0.644	0.535	0.449	0.195
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC0DEE2AF32	F11R	0.005	0.049	0.0	0.011	0.0	0.0	0.0	0.367	0.044	0.045	0.564	0.144
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	ICAM1	0.026	0.01	0.082	0.017	1.536	0.188	0.074	0.561	0.028	0.012	0.237	0.366
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	JAM2	0.048	0.0	0.249	0.019	0.0	0.111	0.0	0.0	0.108	0.0	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	JAM3	0.054	0.0	0.11	0.125	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC03FF6E42F	LAMC1	0.459	0.012	0.262	0.433	0.0	0.623	0.0	0.0	0.071	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	PVR	0.019	0.0	0.081	0.021	1.536	0.019	0.0	0.0	0.0	0.0	0.132	0.113
THBS1	P07996	False	TSP1_HUMAN		CPI-SS0C93E48D7	THBS1	0.007	0.0	0.307	0.15	0.0	0.062	0.0	0.0	0.049	0.0	0.0	0.0
THBS2	P35442	False	TSP2_HUMAN		CPI-SS0914C7C85	THBS2	0.37	0.0	0.787	0.998	0.0	0.726	0.0	0.0	0.0	0.0	0.0	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS064D15A83	LRFN4	0.056	0.0	0.08	0.063	0.0	0.062	0.045	0.0	0.0	0.014	0.0	0.031
SLITRK2	Q9H156	False	SLIK2_HUMAN		CPI-SS09ABD133A	SLITRK2	0.066	0.0	0.053	0.034	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK4	Q8IW52	False	SLIK4_HUMAN		CPI-SS0EEF491E3	SLITRK4	0.25	0.0	0.055	0.299	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.03
APP	P05067	False	A4_HUMAN		CPI-SS080C81D37	APP	0.432	0.052	1.158	0.811	0.0	0.612	0.0	0.581	0.145	0.066	0.199	0.262
APP	P05067	False	A4_HUMAN		CPI-SS0CB6F5575	APP	0.432	0.052	1.158	0.811	0.0	0.612	0.0	0.581	0.145	0.066	0.199	0.262
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0DF830287	APLP2	0.778	0.177	0.784	0.882	0.0	0.986	0.251	0.665	0.393	0.08	1.07	1.121
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	APP	0.432	0.052	1.158	0.811	0.0	0.612	0.0	0.581	0.145	0.066	0.199	0.262
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	ANXA1	1.828	2.949	1.471	2.014	1.536	1.257	1.616	1.548	1.497	2.175	1.414	2.089
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0EEECE1C4	HEBP1	0.19	0.04	0.225	0.287	0.0	0.19	0.0	0.0	0.099	0.054	0.0	0.117
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	LRPAP1	0.41	0.278	0.503	0.509	1.536	0.372	0.44	0.438	0.275	0.213	0.243	0.358
BMP4	P12644	False	BMP4_HUMAN		CPI-SC052486D3E	BMP4	0.129	0.0	0.205	0.163	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0
BMP4	P12644	False	BMP4_HUMAN		CPI-SC0915DDE22	BMP4	0.129	0.0	0.205	0.163	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0E3AA6B7B	NTN4	0.055	0.0	0.045	0.188	0.0	0.056	0.0	0.0	0.145	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	CCL22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.086
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0B1B18F2D	CXCL12	2.23	0.018	0.55	0.896	0.0	2.257	0.0	0.0	0.331	0.0	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	CXCL2	0.009	0.0	0.0	0.0	0.0	0.135	0.0	0.332	0.0	0.0	0.0	0.126
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0F06E4B3F	CCL26	0.01	0.0	0.0	0.064	0.0	0.16	0.0	0.0	0.0	0.014	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	CCL5	0.0	0.112	0.0	0.0	0.0	0.076	0.089	0.0	2.426	0.077	0.0	0.035
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EDD38B58	CCL17	0.004	0.021	0.0	0.0	0.0	0.0	0.0	2.142	0.126	0.0	0.0	1.68
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	CCL22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.086
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	CCL5	0.0	0.112	0.0	0.0	0.0	0.076	0.089	0.0	2.426	0.077	0.0	0.035
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	CCL19	0.006	0.0	0.0	0.003	1.536	1.448	0.0	0.0	0.1	0.033	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	CCL21	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS09239FB26	CCL19	0.006	0.0	0.0	0.003	1.536	1.448	0.0	0.0	0.1	0.033	0.0	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	CCL21	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS0BCCA6596	CCL28	0.036	0.08	0.011	0.03	0.0	0.046	0.119	0.0	0.055	0.035	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	CXCL12	2.23	0.018	0.55	0.896	0.0	2.257	0.0	0.0	0.331	0.0	0.0	0.0
CXCL14	O95715	False	CXL14_HUMAN		CPI-SS0669CC233	CXCL14	3.955	0.038	2.185	2.022	0.0	3.123	0.0	0.0	0.292	0.015	0.0	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS0B1535576	CXCL16	0.011	0.0	0.0	0.007	1.037	0.034	0.0	1.869	0.095	0.023	0.728	0.903
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0AB1F04A0	CSF1	0.172	0.017	0.0	0.241	0.0	0.314	0.046	0.479	0.138	0.0	0.0	0.028
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS015162AFC	IL34	0.016	0.0	0.0	0.007	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS040D3C47C	EFNB1	0.107	0.0	0.284	0.026	0.0	0.027	0.0	0.0	0.0	0.026	0.0	0.025
AREG	P15514	False	AREG_HUMAN		CPI-SS052119104	AREG	0.002	0.254	0.0	0.0	0.0	0.0	0.125	1.139	0.055	0.009	0.0	0.287
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS09B2ACA25	HBEGF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.114	0.0	0.188	0.205
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03E7FB333	HBEGF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.114	0.0	0.188	0.205
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	FGF2	0.058	0.0	0.039	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	FGF7	0.801	0.0	0.493	0.457	0.0	0.814	0.0	0.0	0.159	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	FGF2	0.058	0.0	0.039	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS05632AB58	NCAM1	0.022	0.0	0.118	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS008E98D3E	FLRT2	0.055	0.0	0.121	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	TENM1	0.107	0.012	0.09	0.183	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS083BB1EB3	TENM1	0.107	0.012	0.09	0.183	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	LGALS9	0.003	0.042	0.013	0.011	0.0	0.013	0.0	0.575	0.055	0.055	0.648	0.248
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0CE693E3E	LGALS9	0.003	0.042	0.013	0.011	0.0	0.013	0.0	0.575	0.055	0.055	0.648	0.248
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0AE964947	GAS6	0.525	0.0	0.267	0.419	1.037	0.491	0.0	0.521	0.093	0.017	0.4	0.706
IGF1	P05019	False	IGF1_HUMAN		CPI-SC033AB13AE	IGF1	0.319	0.0	0.251	0.045	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	IGF1	0.319	0.0	0.251	0.045	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0
IGFBP3	P17936	False	IBP3_HUMAN		CPI-SS099ACF7FB	IGFBP3	0.639	0.0	0.107	0.191	0.0	0.429	0.0	0.0	0.062	0.0	0.0	0.0
IFNG	P01579	False	IFNG_HUMAN		CPI-SC02DEB4893	IFNG	0.0	0.124	0.0	0.0	0.0	0.0	0.051	0.0	0.288	0.06	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-SC0B433D463	IL13	0.0	0.236	0.0	0.0	0.0	0.0	0.592	0.0	0.066	0.088	0.0	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SC0C6EBD4D8	IL15	0.016	0.0	0.011	0.003	0.0	0.143	0.0	0.192	0.0	0.0	0.0	0.101
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC06CA2BDAB	IL1RN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.456	0.0	0.0	0.0	0.607
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC0CEE7CCC6	IL1RN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.456	0.0	0.0	0.0	0.607
IL1RAP	Q9NPH3	False	IL1AP_HUMAN		CPI-SS0E12A78EF	IL1RAP	0.015	0.072	0.035	0.016	0.0	0.033	0.05	0.943	0.0	0.075	0.425	0.523
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0F023190B	LRFN4	0.056	0.0	0.08	0.063	0.0	0.062	0.045	0.0	0.0	0.014	0.0	0.031
IL2	P60568	False	IL2_HUMAN		CPI-SC0114881C6	IL2	0.0	0.093	0.0	0.0	0.0	0.0	0.134	0.0	0.074	0.176	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SC0DE80D39C	IL2	0.0	0.093	0.0	0.0	0.0	0.0	0.134	0.0	0.074	0.176	0.0	0.0
IL7	P13232	False	IL7_HUMAN		CPI-SC0089DC473	IL7	0.021	0.0	0.009	0.016	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.051
LTB	Q06643	False	TNFC_HUMAN		CPI-SS02C509183	LTB	0.004	1.495	0.0	0.009	0.0	0.0	1.384	0.357	0.874	1.488	2.329	0.282
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	TNFSF14	0.022	0.425	0.0	0.006	0.0	0.0	0.882	0.0	0.221	0.464	0.317	0.04
LPAR1	Q92633	False	LPAR1_HUMAN		CPI-SS0E4245B64	LPAR1	0.11	0.0	0.099	0.131	0.0	0.427	0.0	0.0	0.0	0.0	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SS0118D1B89	THY1	0.926	0.016	1.178	0.863	0.0	0.95	0.0	0.0	0.089	0.0	0.0	0.0
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	CD55	0.196	0.138	0.519	1.489	1.866	0.206	0.118	0.722	0.199	0.025	0.403	0.402
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0A6FCBF7C	CNTN1	0.045	0.0	0.179	0.015	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	DLL1	0.04	0.0	0.077	0.012	0.0	0.113	0.078	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS052ADA696	JAG1	0.127	0.018	0.364	0.201	0.0	0.084	0.0	0.1	0.181	0.0	0.0	0.025
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS029811409	CNTN1	0.045	0.0	0.179	0.015	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	DLL1	0.04	0.0	0.077	0.012	0.0	0.113	0.078	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	JAG1	0.127	0.018	0.364	0.201	0.0	0.084	0.0	0.1	0.181	0.0	0.0	0.025
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	DLL1	0.04	0.0	0.077	0.012	0.0	0.113	0.078	0.0	0.0	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	JAG1	0.127	0.018	0.364	0.201	0.0	0.084	0.0	0.1	0.181	0.0	0.0	0.025
JAG1	P78504	False	JAG1_HUMAN		CPI-SS015B87133	JAG1	0.127	0.018	0.364	0.201	0.0	0.084	0.0	0.1	0.181	0.0	0.0	0.025
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0EDD8CDD4	JAG1	0.127	0.018	0.364	0.201	0.0	0.084	0.0	0.1	0.181	0.0	0.0	0.025
OSM	P13725	False	ONCM_HUMAN		CPI-SC0CDC669B3	OSM	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.034	0.0	0.051
OSM	P13725	False	ONCM_HUMAN		CPI-SC04DB1BDAB	OSM	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.034	0.0	0.051
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	PTHLH	0.013	0.029	0.0	0.034	0.0	0.113	0.172	0.0	0.0	0.045	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS07361522F	PGF	0.036	0.0	0.158	0.063	0.0	0.026	0.0	0.0	0.161	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	VEGFA	0.191	0.059	0.133	0.135	1.037	0.079	0.126	0.465	0.0	0.0	0.353	0.217
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00D51DD37	VEGFB	0.166	0.038	0.122	0.256	0.0	0.09	0.0	0.302	0.044	0.013	0.165	0.114
PGF	P49763	False	PLGF_HUMAN		CPI-SS01790830C	PGF	0.036	0.0	0.158	0.063	0.0	0.026	0.0	0.0	0.161	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS034083FFA	SEMA3A	0.094	0.0	0.0	0.02	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS043E22BF5	VEGFA	0.191	0.059	0.133	0.135	1.037	0.079	0.126	0.465	0.0	0.0	0.353	0.217
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS00508D1C2	VEGFB	0.166	0.038	0.122	0.256	0.0	0.09	0.0	0.302	0.044	0.013	0.165	0.114
PGF	P49763	False	PLGF_HUMAN		CPI-SS065D9259F	PGF	0.036	0.0	0.158	0.063	0.0	0.026	0.0	0.0	0.161	0.0	0.0	0.0
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0F67B526A	SEMA3C	0.125	0.0	0.072	1.082	0.0	0.233	0.0	0.07	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS046F8AD8B	VEGFA	0.191	0.059	0.133	0.135	1.037	0.079	0.126	0.465	0.0	0.0	0.353	0.217
PLAU	P00749	False	UROK_HUMAN		CPI-SS036B08188	PLAU	0.038	0.0	0.0	0.072	0.0	0.087	0.0	0.543	0.048	0.0	0.188	0.308
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	PDGFA	0.005	0.034	0.023	0.028	1.037	0.064	0.256	0.0	0.028	0.014	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	PDGFB	0.006	0.0	0.0	0.003	0.0	0.046	0.0	0.692	0.082	0.017	0.0	0.159
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS06DA9B4FE	PDGFC	0.002	0.0	0.009	0.045	0.0	0.094	0.0	0.168	0.0	0.0	0.0	0.076
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	PDGFB	0.006	0.0	0.0	0.003	0.0	0.046	0.0	0.692	0.082	0.017	0.0	0.159
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SC042177446	PDGFD	0.169	0.0	0.245	0.384	0.0	0.201	0.0	0.0	0.101	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	PDGFB	0.006	0.0	0.0	0.003	0.0	0.046	0.0	0.692	0.082	0.017	0.0	0.159
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0B3C76C9D	PDGFD	0.169	0.0	0.245	0.384	0.0	0.201	0.0	0.0	0.101	0.0	0.0	0.0
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS01EBB8D76	PODXL2	0.03	0.0	0.116	0.038	0.0	0.04	0.068	0.055	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS0D479FBB7	SELPLG	0.0	0.216	0.0	0.0	1.536	0.0	0.074	0.221	0.069	0.092	0.398	0.203
CD34	P28906	False	CD34_HUMAN		CPI-SS00D1CB372	CD34	0.52	0.0	0.213	0.769	0.0	0.132	0.048	0.0	0.096	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	PVR	0.019	0.0	0.081	0.021	1.536	0.019	0.0	0.0	0.0	0.0	0.132	0.113
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	PVR	0.019	0.0	0.081	0.021	1.536	0.019	0.0	0.0	0.0	0.0	0.132	0.113
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SC0456039E0	RSPO1	0.002	0.0	0.031	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0
DKK1	O94907	False	DKK1_HUMAN		CPI-SC07CA7AF54	DKK1	0.003	0.0	0.049	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	RSPO1	0.002	0.0	0.031	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0ACAB1835	RSPO3	0.181	0.0	0.061	0.034	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS0CDEE4A57	RARRES2	0.872	0.037	0.134	0.196	0.0	0.708	0.074	0.0	0.099	0.0	0.0	0.0
DKK1	O94907	False	DKK1_HUMAN		CPI-SS09EE83769	DKK1	0.003	0.0	0.049	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKK1	O94907	False	DKK1_HUMAN		CPI-SS0703C3CE4	DKK1	0.003	0.0	0.049	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-SS063D79C85	DKK2	0.038	0.0	0.899	0.215	0.0	0.218	0.07	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC0C8A5C197	SEMA3A	0.094	0.0	0.0	0.02	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC019D0A439	SEMA3A	0.094	0.0	0.0	0.02	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC05F339947	SEMA3A	0.094	0.0	0.0	0.02	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SC096905331	SEMA3A	0.094	0.0	0.0	0.02	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	SEMA3E	0.158	0.0	0.0	0.202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	SEMA4A	0.017	0.293	0.0	0.002	0.0	0.0	0.11	0.563	0.142	0.09	0.426	0.27
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0892F3080	SEMA4C	0.046	0.018	0.107	0.063	0.0	0.167	0.0	0.0	0.082	0.009	0.0	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS012F60F11	SEMA4D	0.0	0.225	0.0	0.0	0.0	0.0	0.185	0.0	0.145	0.302	0.0	0.05
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0606E97F0	SEMA4D	0.0	0.225	0.0	0.0	0.0	0.0	0.185	0.0	0.145	0.302	0.0	0.05
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0F7113A7D	SEMA4D	0.0	0.225	0.0	0.0	0.0	0.0	0.185	0.0	0.145	0.302	0.0	0.05
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS0EBDDDF8A	SEMA7A	0.0	0.013	0.0	0.0	0.0	0.008	0.21	0.0	0.0	0.0	0.0	0.0
SLIT2	O94813	False	SLIT2_HUMAN		CPI-SS0A932EB77	SLIT2	0.213	0.0	0.227	0.115	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0
SLIT2	O94813	False	SLIT2_HUMAN		CPI-SS0D0235DCE	SLIT2	0.213	0.0	0.227	0.115	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0
SDC2	P34741	False	SDC2_HUMAN		CPI-SS0D681D90E	SDC2	0.812	0.0	0.456	1.078	1.037	0.766	0.0	1.705	0.093	0.0	0.237	0.619
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC01AADFEB3	TGFB1	0.082	0.399	0.162	0.056	1.037	0.045	0.407	0.494	0.478	0.276	0.0	0.634
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC074D3FFBC	TGFB3	0.089	0.0	0.17	0.03	0.0	0.076	0.0	0.0	0.0	0.018	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0DABCC4B5	TGFB1	0.082	0.399	0.162	0.056	1.037	0.045	0.407	0.494	0.478	0.276	0.0	0.634
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC051FC855D	TGFB3	0.089	0.0	0.17	0.03	0.0	0.076	0.0	0.0	0.0	0.018	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	TGFB1	0.082	0.399	0.162	0.056	1.037	0.045	0.407	0.494	0.478	0.276	0.0	0.634
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	TGFB3	0.089	0.0	0.17	0.03	0.0	0.076	0.0	0.0	0.0	0.018	0.0	0.0
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	BTLA	0.0	0.076	0.016	0.0	0.0	0.0	0.251	0.0	0.0	0.12	0.132	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	LTA	0.0	0.059	0.0	0.0	0.0	0.0	0.242	0.0	0.205	0.08	0.0	0.0
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	TNFSF14	0.022	0.425	0.0	0.006	0.0	0.0	0.882	0.0	0.221	0.464	0.317	0.04
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0D168412F	FASLG	0.0	0.135	0.0	0.0	0.0	0.0	0.329	0.0	0.222	0.173	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	LTA	0.0	0.059	0.0	0.0	0.0	0.0	0.242	0.0	0.205	0.08	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	TNF	0.0	1.602	0.015	0.0	0.0	0.013	0.937	0.549	0.375	0.779	0.0	0.206
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	LTA	0.0	0.059	0.0	0.0	0.0	0.0	0.242	0.0	0.205	0.08	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	TNF	0.0	1.602	0.015	0.0	0.0	0.013	0.937	0.549	0.375	0.779	0.0	0.206
