id_interaction,id_cp_interaction,source,annotation_strategy,is_ppi,curator,directionality,classification,unique_int,ligand,from,receptor,to
549,CPI-CS0C6F86DF5,reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Arachidonoylglycerol,Q9Y4D2_P34972,Q9Y4D2,2arachidonoylglycerol_byDAGLA,P34972,CNR2
550,CPI-CS030959ED1,reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Arachidonoylglycerol,Q8NCG7_P34972,Q8NCG7,2arachidonoylglycerol_byDAGLB,P34972,CNR2
551,CPI-CS045C37E64,reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Arachidonoylglycerol,Q9Y4D2_Q9Y2T6,Q9Y4D2,2arachidonoylglycerol_byDAGLA,Q9Y2T6,GPR55
552,CPI-CS01F7D06F1,reactome,curated,FALSE,LGarciaAlonso,Ligand-Receptor,Signaling by Arachidonoylglycerol,Q8NCG7_Q9Y2T6,Q8NCG7,2arachidonoylglycerol_byDAGLB,Q9Y2T6,GPR55
553,CPI-SS0EDD4928A,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Beta-nerve growth factor,P01138_P08138,P01138,NGF,P08138,NGFR
554,CPI-SS0E4E83C2E,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Brain-derived neurotrophic factor,P23560_P08138,P23560,BDNF,P08138,NGFR
555,CPI-SS0AEAEEECB,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Neurotrophin,P20783_P08138,P20783,NTF3,P08138,NGFR
556,CPI-SS0AA76E0E4,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Neurotrophin,P34130_P08138,P34130,NTF4,P08138,NGFR
557,CPI-SS081A36E07,Shilts screen - VALIDATED,curated,TRUE,JShilts,Ligand-Receptor,NA,P33681_P08138,P33681,CD80,P08138,NGFR
558,CPI-SS052127A00,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Beta-nerve growth factor,P01138_P04629,P01138,NGF,P04629,NTRK1
559,CPI-SS0BE3867AB,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Neurotrophin,P20783_P04629,P20783,NTF3,P04629,NTRK1
560,CPI-SS0DD9B3D49,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Beta-nerve growth factor,P01138_Q99523,P01138,NGF,Q99523,SORT1
561,CPI-SS09A36B221,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Brain-derived neurotrophic factor,P23560_Q99523,P23560,BDNF,Q99523,SORT1
562,CPI-SS0A437E174,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Neurotensin,P30990_Q99523,P30990,NTS,Q99523,SORT1
563,CPI-SS02A53F29E,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,NA,P30533_Q99523,P30533,LRPAP1,Q99523,SORT1
564,CPI-SC04A52C935,PMID:25136781,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by BMP,O95393_P27037_P37023,O95393,BMP10,P27037_P37023,ACVL1_ACVR2A
565,CPI-SC0C36CD752,PMID:25136781,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Growth differentiation factor,Q9UK05_P27037_P37023,Q9UK05,GDF2,P27037_P37023,ACVL1_ACVR2A
566,CPI-SC07C452E3D,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,O95393_P37023_Q13873,O95393,BMP10,P37023_Q13873,ACVL1_BMPR2
567,CPI-SC05B4B8690,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q9UK05_P37023_Q13873,Q9UK05,GDF2,P37023_Q13873,ACVL1_BMPR2
568,CPI-SC058533A46,PMID:22710174;PMID:12419820,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,O95972_O00238_Q13873,O95972,BMP15,O00238_Q13873,BMPR1B_BMPR2
569,CPI-SC0C403F032,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12643_O00238_Q13873,P12643,BMP2,O00238_Q13873,BMPR1B_BMPR2
570,CPI-SC07F8BC578,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12644_O00238_Q13873,P12644,BMP4,O00238_Q13873,BMPR1B_BMPR2
571,CPI-SC08AB23320,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_O00238_Q13873,P22003,BMP5,O00238_Q13873,BMPR1B_BMPR2
572,CPI-SC0DDF53DDB,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_O00238_Q13873,P22004,BMP6,O00238_Q13873,BMPR1B_BMPR2
573,CPI-SC0DA028FF9,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_O00238_Q13873,P18075,BMP7,O00238_Q13873,BMPR1B_BMPR2
574,CPI-SC0E866CD7F,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_O00238_Q13873,Q7Z5Y6,BMP8A,O00238_Q13873,BMPR1B_BMPR2
575,CPI-SC0A76B562F,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,P43026_O00238_Q13873,P43026,GDF5,O00238_Q13873,BMPR1B_BMPR2
576,CPI-SC090BF166F,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q6KF10_O00238_Q13873,Q6KF10,GDF6,O00238_Q13873,BMPR1B_BMPR2
577,CPI-SC039AFE4AD,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q7Z4P5_O00238_Q13873,Q7Z4P5,GDF7,O00238_Q13873,BMPR1B_BMPR2
578,CPI-CC0A69D0835,PMID:1218020110,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by BMP,O95972_Q9UK05_P36896_Q13873,O95972_Q9UK05,BMP9_BMP15,P36896_Q13873,BMPR1B_BMPR2_ACVR1B
579,CPI-SC0464F1C6E,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12643_P27037_P36894,P12643,BMP2,P27037_P36894,BMR1A_ACR2A
580,CPI-SC052486D3E,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12644_P27037_P36894,P12644,BMP4,P27037_P36894,BMR1A_ACR2A
581,CPI-SC09FC5131F,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_P27037_P36894,P22003,BMP5,P27037_P36894,BMR1A_ACR2A
582,CPI-SC0C97FACEA,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_P27037_P36894,P22004,BMP6,P27037_P36894,BMR1A_ACR2A
583,CPI-SC0BACF0481,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_P27037_P36894,P18075,BMP7,P27037_P36894,BMR1A_ACR2A
584,CPI-SC0F5A1D137,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_P27037_P36894,Q7Z5Y6,BMP8A,P27037_P36894,BMR1A_ACR2A
585,CPI-SC061191F76,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,P43026_P27037_P36894,P43026,GDF5,P27037_P36894,BMR1A_ACR2A
586,CPI-SC00694A66B,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q6KF10_P27037_P36894,Q6KF10,GDF6,P27037_P36894,BMR1A_ACR2A
587,CPI-SC08FDDEC16,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q7Z4P5_P27037_P36894,Q7Z4P5,GDF7,P27037_P36894,BMR1A_ACR2A
588,CPI-SC05FF723A3,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12643_O00238_P27037,P12643,BMP2,O00238_P27037,BMR1B_AVR2A
589,CPI-SC00DB2B867,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12644_O00238_P27037,P12644,BMP4,O00238_P27037,BMR1B_AVR2A
590,CPI-SC00CF68ED3,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_O00238_P27037,P22003,BMP5,O00238_P27037,BMR1B_AVR2A
591,CPI-SC0C676F3BE,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_O00238_P27037,P22004,BMP6,O00238_P27037,BMR1B_AVR2A
592,CPI-SC0D389E644,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_O00238_P27037,P18075,BMP7,O00238_P27037,BMR1B_AVR2A
593,CPI-SC0079A1C11,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_O00238_P27037,Q7Z5Y6,BMP8A,O00238_P27037,BMR1B_AVR2A
594,CPI-SC011C55B71,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,P43026_O00238_P27037,P43026,GDF5,O00238_P27037,BMR1B_AVR2A
595,CPI-SC0E5E4119C,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q6KF10_O00238_P27037,Q6KF10,GDF6,O00238_P27037,BMR1B_AVR2A
596,CPI-SC0819046AF,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q7Z4P5_O00238_P27037,Q7Z4P5,GDF7,O00238_P27037,BMR1B_AVR2A
597,CPI-SC04266947A,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12643_P36894_Q13705,P12643,BMP2,P36894_Q13705,BMR1A_AVR2B
598,CPI-SC01D95B14C,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12644_P36894_Q13705,P12644,BMP4,P36894_Q13705,BMR1A_AVR2B
599,CPI-SC09E264612,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_P36894_Q13705,P22003,BMP5,P36894_Q13705,BMR1A_AVR2B
600,CPI-SC0D05B755E,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_P36894_Q13705,P22004,BMP6,P36894_Q13705,BMR1A_AVR2B
601,CPI-SC049520B40,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_P36894_Q13705,P18075,BMP7,P36894_Q13705,BMR1A_AVR2B
602,CPI-SC0A6BE23E9,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_P36894_Q13705,Q7Z5Y6,BMP8A,P36894_Q13705,BMR1A_AVR2B
603,CPI-SC02AACC81C,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,P43026_P36894_Q13705,P43026,GDF5,P36894_Q13705,BMR1A_AVR2B
604,CPI-SC02B778C0B,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q7Z4P5_P36894_Q13705,Q7Z4P5,GDF7,P36894_Q13705,BMR1A_AVR2B
605,CPI-SC0FB40175C,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12643_O00238_Q13705,P12643,BMP2,O00238_Q13705,BMR1B_AVR2B
606,CPI-SC01C6EA11C,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12644_O00238_Q13705,P12644,BMP4,O00238_Q13705,BMR1B_AVR2B
607,CPI-SC0D6D4E48B,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_O00238_Q13705,P22003,BMP5,O00238_Q13705,BMR1B_AVR2B
608,CPI-SC0F6C8C336,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_O00238_Q13705,P22004,BMP6,O00238_Q13705,BMR1B_AVR2B
609,CPI-SC05824EDF4,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_O00238_Q13705,P18075,BMP7,O00238_Q13705,BMR1B_AVR2B
610,CPI-SC0722594B0,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_O00238_Q13705,Q7Z5Y6,BMP8A,O00238_Q13705,BMR1B_AVR2B
611,CPI-SC09AFF0384,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,P43026_O00238_Q13705,P43026,GDF5,O00238_Q13705,BMR1B_AVR2B
612,CPI-SC089058CD0,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q6KF10_O00238_Q13705,Q6KF10,GDF6,O00238_Q13705,BMR1B_AVR2B
613,CPI-SC06C46F1A9,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q7Z4P5_O00238_Q13705,Q7Z4P5,GDF7,O00238_Q13705,BMR1B_AVR2B
614,CPI-SC070B9F112,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12643_P36894_Q13873,P12643,BMP2,P36894_Q13873,BMPR1A_BMPR2
615,CPI-SC0915DDE22,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P12644_P36894_Q13873,P12644,BMP4,P36894_Q13873,BMPR1A_BMPR2
616,CPI-SC085698C59,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_P36894_Q13873,P22003,BMP5,P36894_Q13873,BMPR1A_BMPR2
617,CPI-SC00D19A858,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_P36894_Q13873,P22004,BMP6,P36894_Q13873,BMPR1A_BMPR2
618,CPI-SC0B1EBCCC6,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_P36894_Q13873,P18075,BMP7,P36894_Q13873,BMPR1A_BMPR2
619,CPI-SC02AFDCE1F,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_P36894_Q13873,Q7Z5Y6,BMP8A,P36894_Q13873,BMPR1A_BMPR2
620,CPI-SC0B118E8DA,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q6KF10_P36894_Q13873,Q6KF10,GDF6,P36894_Q13873,BMPR1A_BMPR2
621,CPI-SC0A1278CD8,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q7Z4P5_P36894_Q13873,Q7Z4P5,GDF7,P36894_Q13873,BMPR1A_BMPR2
622,CPI-SC0C33040A3,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_P27037_Q04771,P22003,BMP5,P27037_Q04771,ACVR_1A2A_receptor
623,CPI-SC079BB7A02,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_P27037_Q04771,P22004,BMP6,P27037_Q04771,ACVR_1A2A_receptor
624,CPI-SC063D5B0A1,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_P27037_Q04771,P18075,BMP7,P27037_Q04771,ACVR_1A2A_receptor
625,CPI-SC0F78051B8,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_P27037_Q04771,Q7Z5Y6,BMP8A,P27037_Q04771,ACVR_1A2A_receptor
626,CPI-CC0AFC21177,less_common_binding;PMID:22710174;PMID:22991378_,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Inhibin/Activin,P08476_P09529_P27037_Q04771,P08476_P09529,Activin_ligand_ab,P27037_Q04771,ACVR_1A2A_receptor
627,CPI-SC06FA9E664,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_P27037_Q04771,P05111,INHA,P27037_Q04771,ACVR_1A2A_receptor
628,CPI-CC07611BF54,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_P08476_P27037_Q04771,P05111_P08476,Inhibin_ligand_A,P27037_Q04771,ACVR_1A2A_receptor
629,CPI-CC0AD71E0D3,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_P09529_P27037_Q04771,P05111_P09529,Inhibin_ligand_B,P27037_Q04771,ACVR_1A2A_receptor
630,CPI-SC04091C5FD,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_Q04771_Q13705,P22003,BMP5,Q04771_Q13705,ACVR_1A2B_receptor
631,CPI-SC0A978EC39,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_Q04771_Q13705,P22004,BMP6,Q04771_Q13705,ACVR_1A2B_receptor
632,CPI-SC0A9057425,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_Q04771_Q13705,P18075,BMP7,Q04771_Q13705,ACVR_1A2B_receptor
633,CPI-SC0EBF691F3,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_Q04771_Q13705,Q7Z5Y6,BMP8A,Q04771_Q13705,ACVR_1A2B_receptor
634,CPI-CC028D7588F,less_common_binding;PMID:22710174;PMID:22991378_,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Inhibin/Activin,P08476_P09529_Q04771_Q13705,P08476_P09529,Activin_ligand_ab,Q04771_Q13705,ACVR_1A2B_receptor
635,CPI-SC0D868E29E,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_Q04771_Q13705,P05111,INHA,Q04771_Q13705,ACVR_1A2B_receptor
636,CPI-CC07323E253,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_P08476_Q04771_Q13705,P05111_P08476,Inhibin_ligand_A,Q04771_Q13705,ACVR_1A2B_receptor
637,CPI-CC0300AB2DF,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_P09529_Q04771_Q13705,P05111_P09529,Inhibin_ligand_B,Q04771_Q13705,ACVR_1A2B_receptor
638,CPI-SC0D0822443,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22003_Q04771_Q13873,P22003,BMP5,Q04771_Q13873,ACVR1_BMPR2
639,CPI-SC00DF87C38,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P22004_Q04771_Q13873,P22004,BMP6,Q04771_Q13873,ACVR1_BMPR2
640,CPI-SC04771EF53,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,P18075_Q04771_Q13873,P18075,BMP7,Q04771_Q13873,ACVR1_BMPR2
641,CPI-SC0BD23E626,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by BMP,Q7Z5Y6_Q04771_Q13873,Q7Z5Y6,BMP8A,Q04771_Q13873,ACVR1_BMPR2
642,CPI-CS0569B9B91,3evs;_PDB_complex_higher_affinity,curated,TRUE,RVentoTormo,Receptor-Receptor,Signaling by BMP,O00238_Q13873_P36894,O00238_Q13873,BMPR1B_BMPR2,P36894,BMPR1A
643,CPI-SS0BA601DC4,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Brain-derived neurotrophic factor,P23560_Q16620,P23560,BDNF,Q16620,NTRK2
644,CPI-SS0E3AA6B7B,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Netrin,Q9HB63_Q16620,Q9HB63,NTN4,Q16620,NTRK2
645,CPI-SS093E05DD4,uniprot,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Neurotrophin,P20783_Q16620,P20783,NTF3,Q16620,NTRK2
646,CPI-SS088C1035B,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Neurotrophin,P34130_Q16620,P34130,NTF4,Q16620,NTRK2
647,CPI-SC00EA503F2,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Calcitonin,P01258_O60894_Q16602,P01258,CALCA,O60894_Q16602,RAMP1_complex
648,CPI-SC02CD655EB,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Calcitonin,P10092_O60894_Q16602,P10092,CALCB,O60894_Q16602,RAMP1_complex
649,CPI-SS084EA55C0,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Calsyntenin,O94985_Q9ULB1,O94985,CLSTN1,Q9ULB1,NRXN1
650,CPI-SS09A6C048C,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Calsyntenin,Q9H4D0_Q9ULB1,Q9H4D0,CLSTN2,Q9ULB1,NRXN1
651,CPI-SS0B880A155,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Calsyntenin,Q9BQT9_Q9ULB1,Q9BQT9,CLSTN3,Q9ULB1,NRXN1
652,CPI-SS043D3630C,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Q86UE6_Q9ULB1,Q86UE6,LRRTM1,Q9ULB1,NRXN1
653,CPI-SS0E5F8A5F7,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,O43300_Q9ULB1,O43300,LRRTM2,Q9ULB1,NRXN1
654,CPI-SS0626DF0EB,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Q86VH5_Q9ULB1,Q86VH5,LRRTM3,Q9ULB1,NRXN1
655,CPI-SS03466C597,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Q86VH4_Q9ULB1,Q86VH4,LRRTM4,Q9ULB1,NRXN1
656,CPI-SS0D2DF7881,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,Q8N2Q7_Q9ULB1,Q8N2Q7,NLGN1,Q9ULB1,NRXN1
657,CPI-SS0B360C289,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,Q8NFZ4_Q9ULB1,Q8NFZ4,NLGN2,Q9ULB1,NRXN1
658,CPI-SS0613D0B62,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,Q9NZ94_Q9ULB1,Q9NZ94,NLGN3,Q9ULB1,NRXN1
659,CPI-SS0FA378947,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,Q8N0W4_Q9ULB1,Q8N0W4,NLGN4X,Q9ULB1,NRXN1
660,CPI-SS0CCB5F46B,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,Q8NFZ3_Q9ULB1,Q8NFZ3,NLGN4Y,Q9ULB1,NRXN1
661,CPI-SS0BF9265F0,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Calsyntenin,P58401_O94985,P58401,NRXN2,O94985,CLSTN1
662,CPI-SS093707FE0,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Calsyntenin,P58401_Q9H4D0,P58401,NRXN2,Q9H4D0,CLSTN2
663,CPI-SS0C1A7F44C,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Calsyntenin,P58401_Q9BQT9,P58401,NRXN2,Q9BQT9,CLSTN3
664,CPI-SS0888FD8F7,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,P58401_Q86UE6,P58401,NRXN2,Q86UE6,LRRTM1
665,CPI-SS023A16921,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,P58401_O43300,P58401,NRXN2,O43300,LRRTM2
666,CPI-SS08D8F6957,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,P58401_Q86VH5,P58401,NRXN2,Q86VH5,LRRTM3
667,CPI-SS06157E5AF,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,P58401_Q86VH4,P58401,NRXN2,Q86VH4,LRRTM4
668,CPI-SS0CF0A8519,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,P58401_Q8N2Q7,P58401,NRXN2,Q8N2Q7,NLGN1
669,CPI-SS0934535FF,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,P58401_Q8NFZ4,P58401,NRXN2,Q8NFZ4,NLGN2
670,CPI-SS074EA7741,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,P58401_Q9NZ94,P58401,NRXN2,Q9NZ94,NLGN3
671,CPI-SS0E988B9C0,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,Q8N0W4_P58401,Q8N0W4,NLGN4X,P58401,NRXN2
672,CPI-SS07C26C799,PMID:29100073,curated,TRUE,JCranley,Ligand-Receptor,Signaling by Neuroligin,Q8NFZ3_P58401,Q8NFZ3,NLGN4Y,P58401,NRXN2
673,CPI-SS0B784A03E,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,P22362_P51685,P22362,CCL1,P51685,CCR8
674,CPI-SS03A875239,uniprot;reactome,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Chemokines,O15467_P51685,O15467,CCL16,P51685,CCR8
675,CPI-SS0F8AFE595,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,P55774_P51685,P55774,CCL18,P51685,CCR8
676,CPI-SS0D4403860,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,P51671_O00590,P51671,CCL11,O00590,ACKR2
677,CPI-SS0F60C6D89,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,Q99616_O00590,Q99616,CCL13,O00590,ACKR2
678,CPI-SS004B1EBD1,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,Q16627_O00590,Q16627,CCL14,O00590,ACKR2
679,CPI-SS010BB499F,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,P13500_O00590,P13500,CCL2,O00590,ACKR2
680,CPI-SS0B03ACD14,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,P10147_O00590,P10147,CCL3,O00590,ACKR2
681,CPI-SS087BEB1C9,PMID:24218476,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Chemokines,P13236_O00590,P13236,CCL4,O00590,ACKR2
